tBodyAccmaxX,tBodyAccCorXY,tGravityAccmeanX,tGravityAccmeanY,tGravityAccstdX,tGravityAccmaxX,tGravityAccmaxY,tGravityAccmaxZ,tGravityAccminX,tGravityAccminY,Activity
0.308921607089286,-0.394344010541889,-0.917270167299911,0.98496630169865,0.0595333161655121,-0.737394342916111,1,-0.435294987171788,-1,0.964764903083646,UPSTAIRS
0.513837645089692,-0.291483034374964,-0.92946868785385,0.99138362018982,0.0305850789878399,-0.8653827617764,1,-0.587208261118389,-1,0.979554719791979,UPSTAIRS
0.34336310133149,-0.0731924594341405,-0.927333658880687,0.985822019386131,0.0364775662723221,-0.816979208526412,1,-0.501331364969309,-1,0.969676768325658,UPSTAIRS
0.407931595092025,-0.297822642138846,-0.92463623833896,0.973555498798957,0.032090398811974,-0.84116940758317,1,-0.321518196287508,-1,0.946431535674879,UPSTAIRS
0.658478641334489,-0.0983666149456117,-0.914040146437565,0.967187682741177,0.0366944116040689,-0.820127658693934,1,-0.52634709888371,-0.974463989654144,0.886488569652223,UPSTAIRS
0.770748724362996,0.158000110492725,-0.90453490561254,0.977111214566569,0.0537346855233764,-0.76593361122435,1,-0.623976728109486,-1,0.930128968554278,UPSTAIRS
0.327853117545877,0.121263608511098,-0.895300878789696,0.977467098864115,0.0662380523129638,-0.748566614401722,1,-0.687557042896258,-0.990826332171023,0.918115653740844,UPSTAIRS
0.243795525915375,0.0440483846782885,-0.923157576553001,0.968616518722715,0.0604717017924488,-0.738615330110578,1,-0.582416072657321,-1,0.910669687840666,UPSTAIRS
0.340051749726329,-0.391688861536029,-0.918123901367744,0.982620059153693,0.0326134821840257,-0.840687299031707,1,-0.360205050313271,-1,0.942073096639453,UPSTAIRS
0.375477442616038,-0.186259209539769,-0.876075519373727,0.98133750501842,0.0395065105060213,-0.787035287696538,1,-0.643512395826773,-1,0.966580599114134,UPSTAIRS
0.346805817731084,-0.245590784744024,-0.916368862350163,0.982649598648712,0.036717793701868,-0.828395687313217,1,-0.582508035286984,-1,0.957656828693508,UPSTAIRS
0.151825865642171,-0.173585719329303,-0.919929379980155,0.984600723928092,0.0340142664027001,-0.841469292187918,1,-0.618635301514626,-0.994641393094899,0.953748077599773,UPSTAIRS
0.424836282095987,-0.0359424348160992,-0.867304292078804,0.992129726203234,0.0652629719772706,-0.768244861421515,1,-0.490059359274205,-1,0.961446742172361,UPSTAIRS
0.242212637671031,0.125549491439415,-0.900505616346581,0.988312383492608,0.052107934959346,-0.819024906615411,1,-0.519405269333507,-1,0.962042173088618,UPSTAIRS
0.147248626493416,0.0658746033700913,-0.824730259016694,0.988710294952161,0.0581516766702307,-0.723431267139513,1,-0.592111148603874,-0.946707488785616,0.968660879971532,UPSTAIRS
0.0543781274841351,-0.00651582535766983,-0.868745116186291,0.984302756284841,0.0766241097560597,-0.765752656985833,1,-0.487499139736317,-1,0.948620137052294,UPSTAIRS
0.284822226717214,0.153336108318032,-0.860783464791524,0.980743957893139,0.0615529424737056,-0.74782867475343,1,-0.563330207843728,-1,0.945653099570732,UPSTAIRS
1,-0.114057723890188,0.875999157241081,-0.957382440367792,0.0719056794521016,1,-0.910051224660583,0.994583965631025,0.74137137498266,-1,WALKING
0.974439618304977,-0.00143995383489982,0.796047838628551,-0.978333178853708,0.105107537648076,1,-0.943284035202269,0.891092964494766,0.658517598264676,-1,WALKING
1,-0.229142439894624,0.789546906109741,-0.977895846589023,0.0756026724459022,0.940842719654287,-0.933619026986376,1,0.629302310080683,-1,WALKING
1,0.0645210328438163,0.602629006924262,-0.981036647235705,0.0733200593327892,0.704505826706822,-0.93353049867989,1,0.471634381263514,-1,WALKING
0.736250853634671,-0.0713302055554658,0.774152953322136,-0.974431708550347,0.0801444565490727,0.909737108490179,-0.92792288118155,1,0.639661191703595,-1,WALKING
1,-0.187437490792007,0.517540286215705,-0.977881948108706,0.0980545728130451,0.718475895054691,-0.938886796862403,1,0.329714015738072,-1,WALKING
1,-0.27736008388415,0.637516370684674,-0.971658109082939,0.117929158009286,0.854834198611282,-0.929287500827432,1,0.371096410347362,-1,WALKING
0.755600764133419,0.346492614263728,0.633839731387386,-0.979746909233672,0.0590391924221106,0.743925175094489,-0.946860070768075,1,0.534226826435599,-1,WALKING
0.868441902554089,-0.185368606784699,0.50243840643047,-0.982757066789736,0.0648174638098104,0.606398244804175,-0.955831863051724,1,0.389849789243607,-1,WALKING
0.879725554799199,-0.0983963921125707,0.844662154984257,-0.987080762046009,0.0651651029633728,1,-0.961187659570731,0.535768706098586,0.710164678713925,-1,WALKING
1,-0.191684565336821,0.845472536065949,-0.98636955526766,0.0687856784386029,1,-0.972309174648229,0.649467955715729,0.704665771139767,-1,WALKING
0.799637433708654,-0.158897462391609,0.828046124991313,-0.988409426753137,0.0778821118022677,1,-0.971229681191544,0.838679238646622,0.660637758460948,-1,WALKING
1,0.0179642926282792,0.880322325590744,-0.994769690192136,0.0588630992231311,1,-0.983674912850701,0.90377170819577,0.777042974549391,-1,WALKING
0.698189693171401,0.20693989180449,0.933329767157499,-0.986464899631522,0.0441864786194187,1,-0.957907121493625,0.850668560659877,0.851156706815748,-1,WALKING
0.882883815754068,-0.18420927870447,0.90039115545629,-0.982574927231081,0.0480834827585023,1,-0.946155166095246,0.797393325801612,0.795361936745181,-1,WALKING
0.955452423069603,-0.425628110944632,0.876362934911525,-0.989703739705765,0.0490848728722445,1,-0.973926903589613,0.667520992454246,0.788827110694511,-1,WALKING
1,-0.228371702902526,0.860616077569499,-0.990774047169093,0.069438118057274,0.996160109656563,-0.962340761785296,1,0.734237026206148,-1,WALKING
1,-0.341343963183099,0.871306130235683,-0.992244770265664,0.05383985003198,1,-0.977647370093744,0.8242150092242,0.775928244726959,-1,WALKING
1,-0.0806853289611504,0.852221535481578,-0.995573102497046,0.0436626710343029,0.958469519993432,-0.986247155575846,1,0.744042763217605,-1,WALKING

